author,author_association,state,comments,pull_request,created_at,updated_at,closed_at,body,url,repo
eliocamp,CONTRIBUTOR,closed,2,https://github.com/tidyverse/ggplot2/pull/2521,2018-04-12T23:25:37Z,2018-10-24T21:10:16Z,2018-04-27T20:51:24Z,"Currently the only required aesthetics in the documentation are `x` and `y`. Adding `z` to `GeomContour`s `required_aes` does not work because as a geom, it actually never uses that variable. 
I guess changing the `rd_aesthetics()` call is the easiest way to fix it.",https://github.com/tidyverse/ggplot2/pull/2521,ggplot2
malcolmbarrett,CONTRIBUTOR,closed,2,https://github.com/tidyverse/ggplot2/pull/2510,2018-04-01T22:24:03Z,2018-10-29T00:48:39Z,2018-05-01T22:59:11Z,"The `geom_rect` and `geom_tile` doc examples include an aesthetic parameter for width, but neither geom has that, so the examples produce this warning:

``` r
ggplot(df, aes(x, y)) +
  geom_tile(aes(fill = z, width = w), colour = ""grey50"")

# > Warning: Ignoring unknown parameters: width
```
For `geom_tile`, I moved height and width over to `default_aes`. For `geom_rect`, though, I just removed `width = w` from the example in the docs because it seemed like a mistake (since `geom_rect` calculates width from `xmin` and `xmax`).

Thanks!
Malcolm
",https://github.com/tidyverse/ggplot2/pull/2510,ggplot2
pkq,CONTRIBUTOR,closed,3,https://github.com/tidyverse/ggplot2/pull/2508,2018-04-01T06:20:04Z,2018-10-24T21:10:23Z,2018-04-27T15:58:38Z,"Remove extraneous ""if"" from description of geom_density()",https://github.com/tidyverse/ggplot2/pull/2508,ggplot2
buyske,CONTRIBUTOR,closed,2,https://github.com/tidyverse/ggplot2/pull/2503,2018-03-26T23:26:36Z,2018-10-24T21:10:14Z,2018-04-27T20:51:32Z,"Fix typo of ""recieves"" to ""receives""",https://github.com/tidyverse/ggplot2/pull/2503,ggplot2
lionel-,MEMBER,closed,1,https://github.com/tidyverse/ggplot2/pull/2491,2018-03-22T17:10:28Z,2018-09-18T18:31:29Z,2018-03-22T17:42:26Z,,https://github.com/tidyverse/ggplot2/pull/2491,ggplot2
lionel-,MEMBER,closed,1,https://github.com/tidyverse/ggplot2/pull/2490,2018-03-22T11:41:31Z,2018-09-18T17:31:31Z,2018-03-22T16:54:54Z,,https://github.com/tidyverse/ggplot2/pull/2490,ggplot2
batpigandme,MEMBER,closed,1,https://github.com/tidyverse/ggplot2/pull/2487,2018-03-20T12:58:53Z,2018-11-06T17:42:14Z,2018-03-21T11:20:23Z,"Does not render to site, waiting for pkgdown to be a go, but when next rendered, should propagate.",https://github.com/tidyverse/ggplot2/pull/2487,ggplot2
frostell,NONE,closed,10,https://github.com/tidyverse/ggplot2/pull/2481,2018-03-14T00:45:51Z,2018-11-05T22:09:14Z,2018-05-09T21:35:06Z,"Small update to position-dodge2.r to enable alignment of geom_boxplot() and geom_point() with NA's through position_dodge2(), possible patch for #2480.",https://github.com/tidyverse/ggplot2/pull/2481,ggplot2
burchill,CONTRIBUTOR,closed,2,https://github.com/tidyverse/ggplot2/pull/2475,2018-03-07T19:16:01Z,2018-10-24T16:11:32Z,2018-04-27T15:59:00Z,"The parameter `plot` is listed in the docs for `ggplot_gtable` although it's never used and isn't an argument of the function. I removed it, assuming that it was a typo.",https://github.com/tidyverse/ggplot2/pull/2475,ggplot2
clauswilke,MEMBER,closed,14,https://github.com/tidyverse/ggplot2/pull/2471,2018-03-03T19:04:33Z,2018-10-28T22:52:11Z,2018-05-01T22:24:46Z,"This pull request fixes #2288, by calculating descender height in `titleGrob()` on a fixed string rather than based on the specific label string handed to `titleGrob()`.

This commit causes subtle changes to all ggplot2 output, because it changes the height of axis tick labels and of legend titles as well as plot titles, plot subtitles, etc. I have looked through all visual tests and I didn't see any breakage. I also rebuilt my book with this patch and found no problems. However, the spacing between x-axis tick labels and the x-axis title, or between legend title and legend, is now arguably a little too large, and some small tweaks to themes might be warranted.

In a similar vein, with this fix, the default `vgap` value calculated [here](https://github.com/tidyverse/ggplot2/blob/39e4a3bdb910a0344e2f75a5ade2e4f27e263a62/R/guide-legend.r#L344) and [here](https://github.com/tidyverse/ggplot2/blob/39e4a3bdb910a0344e2f75a5ade2e4f27e263a62/R/guide-colorbar.r#L302) is arguably a little too large. A coefficient of 0.4 might work better.

I didn't accept the visual tests because for some subset of tests the svgs on my computer have never agreed with the ones in the repository.",https://github.com/tidyverse/ggplot2/pull/2471,ggplot2
lionel-,MEMBER,closed,4,https://github.com/tidyverse/ggplot2/pull/2467,2018-03-01T11:54:10Z,2018-09-18T17:31:29Z,2018-03-22T16:52:53Z,,https://github.com/tidyverse/ggplot2/pull/2467,ggplot2
brianwdavis,CONTRIBUTOR,closed,4,https://github.com/tidyverse/ggplot2/pull/2458,2018-02-20T22:02:18Z,2018-10-24T16:11:30Z,2018-04-27T15:59:49Z,"To override the default ""a"" in the label of a text legend: first check if `data$label` has anything in it; if not, use ""a"" as before. However, if the user sets a label within `guide_legend(override.aes = list(label = ""foo""))`, then use that label or vector of labels as the first arg of `textGrob`.

Motivation
----
This is a relatively common request on SO, to wit: https://stackoverflow.com/questions/48892982/change-key-letter-in-legend-of-ggplot

The problem
----
The current version of `draw_key_text` has a hardcoded ""a"" as the first arg of `textGrob`.

Example using the fix
----
```
ggplot(mtcars, aes(mpg, wt, color = factor(am), label = disp)) +
  geom_text() +
  guides(color = guide_legend(override.aes = list(label = c(""a"", ""m""))))
```

![image](https://user-images.githubusercontent.com/13338560/36451656-c27908ca-165f-11e8-83b8-7e14fc51a1b2.png)
",https://github.com/tidyverse/ggplot2/pull/2458,ggplot2
caijun,CONTRIBUTOR,closed,2,https://github.com/tidyverse/ggplot2/pull/2451,2018-02-13T17:04:35Z,2018-10-24T21:10:18Z,2018-04-27T20:50:05Z,contract -> contrast,https://github.com/tidyverse/ggplot2/pull/2451,ggplot2
luisDVA,NONE,closed,5,https://github.com/tidyverse/ggplot2/pull/2450,2018-02-13T00:10:06Z,2018-11-03T17:48:10Z,2018-04-27T20:46:19Z,"added a quick example at the relevant section of the legend guide, since the documentation is not explicit on setting breaks on discrete scales to exclude/omit/drop legend items
",https://github.com/tidyverse/ggplot2/pull/2450,ggplot2
nzxwang,NONE,closed,2,https://github.com/tidyverse/ggplot2/pull/2449,2018-02-12T20:57:17Z,2018-10-24T21:10:25Z,2018-04-27T20:44:27Z,"document that bolded aesthetics can be either required *or* computed. I was confused when reading the documentation for geom_boxplot, it seemed to claim that the computed attributes were required arguments, so I added a note indicating the bolded attributes may be computed as well.",https://github.com/tidyverse/ggplot2/pull/2449,ggplot2
slowkow,CONTRIBUTOR,closed,6,https://github.com/tidyverse/ggplot2/pull/2445,2018-02-09T20:27:54Z,2018-08-11T15:44:57Z,2018-02-12T15:20:22Z,"In pull #1996 position_jitter got a new argument called seed.

position_jitterdodge might also benefit from having a seed.

Below, I show an example of `position_jitterdodge` before and after my changes.

Please notice two things:

1. After my changes, the text labels are correctly centered on the points.

2. The x-axis gains 2 tick marks at 5 and 7.

    - This was unexpected, and I don't know why it happened or if it matters much. It's easy to fix by doing `dat$cyl <- factor(dat$cyl)`.

Here's the code:

```r
library(ggplot2)
dat <- mtcars
dat$name <- rownames(mtcars)
dat$name[dat$cyl != 6] <- """"

set.seed(1)
pos <- position_jitterdodge(seed = 1)
ggplot(dat, aes(cyl, mpg, color = name != """", label = name)) +
  geom_point(
    size = 0.5,
    position = pos
  ) +
  geom_text(
    size = 2,
    position = pos
  )
# ggplot2      * 2.2.1.9000 2018-02-09 Github (tidyverse/ggplot2@2b5b88d)
# ggsave(""ggplot2-2b5b88d-jitterdodge.png"", width = 6, height = 4)
ggsave(""ggplot2-slowkow-jitterdodge.png"", width = 6, height = 4)
```

# Before

This figure was made with ggplot2 2b5b88d

![ggplot2-2b5b88d-jitterdodge](https://user-images.githubusercontent.com/209714/36048547-94c67cb0-0dad-11e8-9656-e9247c73fbb1.png)


# After

This figure was made after making the changes in this pull request.

![ggplot2-slowkow-jitterdodge](https://user-images.githubusercontent.com/209714/36048551-99330eda-0dad-11e8-83b5-33b7d2ccd19c.png)
",https://github.com/tidyverse/ggplot2/pull/2445,ggplot2
erocoar,CONTRIBUTOR,closed,3,https://github.com/tidyverse/ggplot2/pull/2436,2018-02-03T21:12:50Z,2018-10-28T13:52:08Z,2018-05-01T13:42:05Z,"`facet_trans` has parameter `horizontal`. When set to `FALSE`, 

```r
ggplot(mtcars, aes(x = hp, y = mpg)) + geom_point() + facet_trans('sqrt', horizontal = FALSE)
```
gives
```
Error in gtable::gtable_add_grob(panel_table, rep(axes$y$right, length(panel_pos_v)),  : 
  Not all inputs have either length 1 or same length same as 'grobs' 
```

Old:  
```r
for (i in rev(seq_along(panel_pos_h))) {
  panel_table <- gtable::gtable_add_cols(panel_table, axis_width_r[i], panel_pos_h[i])
  if (params$horizontal) {
    panel_table <- gtable::gtable_add_grob(panel_table, 
      rep(axes$y$right[i], length(panel_pos_v)), t = panel_pos_v, l = panel_pos_h[i] + 1, 
      clip = ""off"")
  } else {
    panel_table <- gtable::gtable_add_grob(panel_table, 
      rep(axes$y$right, length(panel_pos_v)), t = panel_pos_v, l = panel_pos_h[i] + 1, 
      clip = ""off"")
  }
  panel_table <- gtable::gtable_add_cols(panel_table, axis_width_l[i], panel_pos_h[i] - 1)
  if (params$horizontal) {
    panel_table <- gtable::gtable_add_grob(panel_table, 
    rep(axes$y$left[i], length(panel_pos_v)), t = panel_pos_v, l = panel_pos_h[i], 
    clip = ""off"")
  } else {
    panel_table <- gtable::gtable_add_grob(panel_table, 
    rep(axes$y$left, length(panel_pos_v)), t = panel_pos_v, l = panel_pos_h[i], 
    clip = ""off"")
  }
}
```

New:
```r
    if (params$horizontal) {
      for (i in rev(seq_along(panel_pos_h))) {
        panel_table <- gtable::gtable_add_cols(panel_table, axis_width_r[i], panel_pos_h[i])
        panel_table <- gtable::gtable_add_grob(panel_table,
          axes$y$right[i], t = panel_pos_v, l = panel_pos_h[i] + 1,
          clip = ""off"")

        panel_table <- gtable::gtable_add_cols(panel_table, axis_width_l[i], panel_pos_h[i] - 1)
        panel_table <- gtable::gtable_add_grob(panel_table,
          axes$y$left[i], t = panel_pos_v, l = panel_pos_h[i],
          clip = ""off"")
      }
    } else {
        panel_table <- gtable::gtable_add_cols(panel_table, axis_width_r[1], panel_pos_h)
        panel_table <- gtable::gtable_add_grob(panel_table,
          axes$y$right, t = panel_pos_v, l = panel_pos_h + 1,
          clip = ""off"")
        panel_table <- gtable::gtable_add_cols(panel_table, axis_width_l[1], panel_pos_h - 1)
        panel_table <- gtable::gtable_add_grob(panel_table,
          axes$y$left, t = panel_pos_v, l = panel_pos_h,
          clip = ""off"")
      }
```

since the y-axes will be different for both panels in either case (horizontal and vertical). I tried to keep it equal to the prior facet (`facet_duplicate()`). The disadvantage of that is that only one y-axis width can be used",https://github.com/tidyverse/ggplot2/pull/2436,ggplot2
karawoo,MEMBER,closed,4,https://github.com/tidyverse/ggplot2/pull/2434,2018-02-01T23:19:19Z,2018-08-01T15:29:36Z,2018-02-02T14:55:07Z,f61bfd620037b7e1c816129469b106443651a4dc updated the error message but not the test that expects the old message. ,https://github.com/tidyverse/ggplot2/pull/2434,ggplot2
thomasp85,MEMBER,closed,1,https://github.com/tidyverse/ggplot2/pull/2433,2018-02-01T17:14:34Z,2018-08-07T15:24:09Z,2018-02-08T15:18:36Z,"As discussed. Export `set_last_plot()` for use by extension packages such as `patchwork`

The docs are set as internal in the same way as `last_plot()`",https://github.com/tidyverse/ggplot2/pull/2433,ggplot2
ruaridhw,NONE,closed,2,https://github.com/tidyverse/ggplot2/pull/2430,2018-01-30T23:26:49Z,2018-08-08T14:20:14Z,2018-02-09T13:40:48Z,"New `fortify.default` error message is misaligned with the `expect_error` msg

See changes in f61bfd620037b7e1c816129469b106443651a4dc",https://github.com/tidyverse/ggplot2/pull/2430,ggplot2
thomasp85,MEMBER,closed,2,https://github.com/tidyverse/ggplot2/pull/2418,2018-01-22T19:18:48Z,2018-10-24T21:10:27Z,2018-04-27T20:40:56Z,Fix #2417,https://github.com/tidyverse/ggplot2/pull/2418,ggplot2
gregrs-uk,CONTRIBUTOR,closed,5,https://github.com/tidyverse/ggplot2/pull/2416,2018-01-21T10:46:49Z,2019-01-24T08:35:47Z,2018-04-27T20:40:13Z,"* Added full stops and capital letters for consistency.
* Fixed some typos and grammatical/punctuation errors.
* Added backticks for `code formatting`.",https://github.com/tidyverse/ggplot2/pull/2416,ggplot2
clauswilke,MEMBER,closed,11,https://github.com/tidyverse/ggplot2/pull/2415,2018-01-21T00:24:15Z,2018-10-29T16:42:43Z,2018-05-02T15:56:54Z,"This pull request closes #2397 and #2398.

Colorbar legends work in all positions and use the same spacings as regular legends:

```
p <- ggplot(iris, aes(Sepal.Width, Sepal.Length, color = Species, fill = Petal.Width)) + 
  geom_point(pch = 21) +
  guides(color = guide_legend(title = ""Petal.Width"")) +
  theme(plot.margin = margin(10, 10, 10, 10),
        plot.background = element_rect(color = ""black""))

cowplot::plot_grid(p + theme(legend.position = ""left""), p + theme(legend.position = ""right""),
                   p + theme(legend.position = ""top""), p + theme(legend.position = ""bottom""), scale = .95)
```
<img width=""1385"" alt=""screen shot 2018-01-20 at 6 14 51 pm"" src=""https://user-images.githubusercontent.com/4210929/35189342-000d95e4-fe0e-11e7-95eb-fe6aeb8309d2.png"">

(I renamed the color guide as `""Petal.Width""` because this title has a different height than `""Species""`, which has a descent. Without this renaming the guides don't look equivalent but that's not the fault of `guide_colorbar()`.)

And gaps between the title and the colorbar can be set in horizontal and vertical contexts and the gap is of the size specified: 

```
ggplot(iris, aes(Sepal.Width, Sepal.Length, color = Petal.Width)) + geom_point() +
  scale_color_distiller(name = ""gap width = 1cm"") +
  theme(legend.spacing.x = grid::unit(1, ""cm""),
        legend.position = ""top"")
```
<img width=""733"" alt=""screen shot 2018-01-20 at 5 18 12 pm"" src=""https://user-images.githubusercontent.com/4210929/35188953-5eb8f816-fe06-11e7-8202-f72cb3eb19e9.png"">


```
ggplot(iris, aes(Sepal.Width, Sepal.Length, color = Petal.Width)) + geom_point() +
  scale_color_distiller(name = ""gap width = 1cm"") +
  theme(legend.spacing.y = grid::unit(1, ""cm""))
```
<img width=""733"" alt=""screen shot 2018-01-20 at 5 18 27 pm"" src=""https://user-images.githubusercontent.com/4210929/35188954-65787b68-fe06-11e7-96bc-3f6afa2b3a45.png"">

One problem that I see remaining is that with the default theme the legend title sits too close to the bar:

```
ggplot(iris, aes(Sepal.Width, Sepal.Length, color = Petal.Width)) + geom_point()
```
<img width=""733"" alt=""screen shot 2018-01-20 at 5 24 33 pm"" src=""https://user-images.githubusercontent.com/4210929/35188978-dfdae10c-fe06-11e7-82a6-87126e8120c8.png"">

But this is a problem with how theming and title grobs work, not with the colorbar code. And the problem is the same in both `guide_colorbar()` and `guide_legend()`, only that it's slightly less obvious in the latter. And the problem exists in the same form in the current ggplot2, so this is not a regression.",https://github.com/tidyverse/ggplot2/pull/2415,ggplot2
gregrs-uk,CONTRIBUTOR,closed,2,https://github.com/tidyverse/ggplot2/pull/2413,2018-01-20T15:31:59Z,2018-07-20T20:31:35Z,2018-01-21T17:50:16Z,"Change documentation and comments to standardise the spelling of 'faceting'. Both spellings ('faceting' and 'facetting') were previously in use. OED and https://en.oxforddictionaries.com/definition/faceting give the usual spelling as ‘faceting’.

Updated `man` directory using roxygen2",https://github.com/tidyverse/ggplot2/pull/2413,ggplot2
